,Category,Reaction Popularity,Month
11484,soccer,20,10
11485,soccer,72,2
11486,soccer,5,2
11487,education,75,11
11488,tennis,65,12
11489,tennis,10,4
11490,tennis,60,12
11491,tennis,5,11
11492,tennis,70,9
11493,tennis,72,11
11494,tennis,70,1
11495,tennis,35,2
11496,tennis,65,11
11497,tennis,15,12
11498,tennis,12,9
11499,tennis,60,8
11500,tennis,70,6
11501,tennis,70,5
11502,tennis,35,2
11503,tennis,45,2
11504,tennis,10,9
11505,tennis,75,10
11506,tennis,45,2
11507,tennis,60,10
11508,tennis,60,11
11509,tennis,72,2
11510,tennis,75,4
11511,tennis,35,1
11512,tennis,60,5
11513,tennis,12,11
11514,technology,30,7
11515,technology,75,2
11516,technology,30,8
11517,technology,70,6
11518,technology,12,8
11519,technology,72,8
11520,technology,20,7
11521,technology,65,8
11522,technology,30,3
11523,technology,12,6
11524,technology,45,8
11525,technology,12,7
11526,technology,72,6
11527,technology,70,4
11528,technology,10,4
11529,technology,20,2
11530,technology,75,3
11531,technology,12,3
11532,technology,10,9
11533,technology,50,1
11534,technology,72,2
11535,technology,50,7
11536,technology,60,5
11537,technology,20,5
11538,technology,10,10
11539,technology,60,3
11540,technology,12,3
11541,technology,72,2
11542,technology,45,11
11543,technology,5,7
11544,soccer,5,5
11545,soccer,20,2
11546,soccer,60,9
11547,soccer,35,10
11548,soccer,0,3
11549,soccer,30,4
11550,soccer,35,2
11551,soccer,72,5
11552,soccer,60,4
11553,soccer,35,1
11554,soccer,10,6
11555,soccer,45,3
11556,soccer,75,9
11557,soccer,12,5
11558,soccer,75,5
11559,soccer,75,11
11560,soccer,72,8
11561,soccer,35,8
11562,soccer,70,10
11563,soccer,50,2
11564,soccer,45,4
11565,soccer,15,8
11566,soccer,60,5
11567,soccer,65,1
11568,soccer,50,5
11569,soccer,75,1
11570,soccer,70,10
11571,tennis,65,4
11572,tennis,70,6
11573,animals,12,4
11574,animals,0,11
11575,animals,75,6
11576,animals,0,6
11577,animals,70,5
11578,animals,60,6
11579,animals,60,12
11580,animals,70,12
11581,animals,0,11
11582,animals,20,11
11583,animals,15,5
11584,animals,45,7
11585,animals,60,3
11586,animals,45,12
11587,animals,70,5
11588,animals,65,8
11589,animals,30,1
11590,animals,20,4
11591,animals,5,8
11592,animals,50,5
11593,animals,12,11
11594,animals,5,2
11595,animals,70,2
11596,animals,60,6
11597,animals,70,5
11598,animals,70,4
11599,animals,75,12
11600,animals,0,11
11601,animals,15,5
11602,animals,72,3
11603,animals,50,1
11604,dogs,65,11
11605,dogs,75,10
11606,dogs,10,5
11607,dogs,12,5
11608,dogs,45,10
11609,dogs,50,10
11610,dogs,0,9
11611,dogs,50,11
11612,dogs,5,8
11613,dogs,60,5
11614,dogs,35,6
11615,dogs,45,4
11616,dogs,20,9
11617,dogs,20,6
11618,dogs,0,6
11619,dogs,30,7
11620,dogs,20,12
11621,dogs,10,1
11622,dogs,75,5
11623,dogs,0,5
11624,dogs,70,8
11625,dogs,15,12
11626,public speaking,35,2
11627,public speaking,15,4
11628,public speaking,72,7
11629,public speaking,75,4
11630,public speaking,20,3
11631,public speaking,60,4
11632,public speaking,45,8
11633,public speaking,75,3
11634,public speaking,45,12
11635,public speaking,0,9
11636,public speaking,45,9
11637,public speaking,75,4
11638,public speaking,20,1
11639,public speaking,10,9
11640,public speaking,5,6
11641,public speaking,12,9
11642,public speaking,20,12
11643,public speaking,12,9
11644,public speaking,20,2
11645,public speaking,20,8
11646,public speaking,75,3
11647,public speaking,60,5
11648,public speaking,12,7
11649,public speaking,12,11
11650,public speaking,10,5
11651,education,72,10
11652,education,5,7
11653,education,70,1
11654,education,70,1
11655,education,20,7
11656,education,12,3
11657,education,35,6
11658,education,60,1
11659,education,72,3
11660,education,45,5
11661,tennis,15,9
11662,education,45,10
11663,education,65,4
11664,education,60,12
11665,education,50,8
11666,education,10,2
11667,education,20,7
11668,education,30,8
11669,education,35,11
11670,education,65,6
11671,education,60,10
11672,education,60,7
11673,education,0,8
11674,education,30,8
11675,education,5,2
11676,education,30,6
11677,education,30,10
11678,education,5,12
11679,education,30,1
11680,education,12,5
11681,education,45,2
11682,education,60,11
11683,education,0,9
11684,education,70,3
11685,healthy eating,70,2
11686,healthy eating,50,12
11687,healthy eating,50,12
11688,healthy eating,75,6
11689,healthy eating,35,6
11690,healthy eating,50,11
11691,healthy eating,45,4
11692,healthy eating,50,12
11693,healthy eating,30,9
11694,healthy eating,70,7
11695,healthy eating,50,7
11696,healthy eating,75,12
11697,healthy eating,72,6
11698,healthy eating,45,2
11699,healthy eating,10,2
11700,healthy eating,70,4
11701,healthy eating,70,12
11702,healthy eating,15,3
11703,healthy eating,75,1
11704,healthy eating,72,2
11705,healthy eating,10,5
11706,healthy eating,30,9
11707,healthy eating,70,4
11708,healthy eating,35,1
11709,healthy eating,20,10
11710,healthy eating,70,8
11711,healthy eating,45,12
11712,healthy eating,70,4
11713,healthy eating,72,3
11714,healthy eating,20,7
11715,healthy eating,12,5
11716,healthy eating,20,1
11717,healthy eating,65,6
11718,healthy eating,75,5
11719,healthy eating,45,7
11720,education,5,1
11721,education,35,8
11722,education,60,1
11723,education,10,1
11724,education,75,10
11725,education,30,12
11726,education,30,8
11727,education,20,12
11728,education,65,4
11729,education,70,3
11730,education,45,7
11731,education,70,11
11732,education,65,4
11733,education,60,4
11734,education,15,3
11735,education,5,12
11736,education,20,1
11737,education,60,7
11738,education,45,11
11739,education,60,3
11740,education,5,6
11741,education,35,10
11742,education,5,5
11743,education,60,10
11744,education,35,6
11745,education,75,6
11746,education,60,10
11747,education,15,4
11748,education,45,4
11749,education,10,9
11750,education,20,7
11751,education,72,6
11752,education,12,1
11753,education,50,7
11754,education,45,12
11755,education,30,10
11756,education,5,5
11757,education,15,6
11758,education,50,5
11759,education,60,9
11760,education,5,2
11761,food,70,12
11762,food,15,10
11763,food,50,10
11764,food,45,12
11765,food,20,7
11766,food,30,7
11767,food,65,3
11768,food,50,12
11769,food,50,6
11770,food,72,1
11771,food,70,6
11772,food,65,2
11773,food,50,11
11774,food,50,3
11775,culture,15,1
11776,culture,15,5
11777,culture,45,10
11778,culture,35,10
11779,culture,20,8
11780,culture,70,12
11781,culture,5,11
11782,culture,35,3
11783,culture,12,4
11784,culture,70,9
11785,culture,70,3
11786,culture,75,10
11787,culture,12,5
11788,culture,30,9
11789,culture,45,8
11790,culture,0,1
11791,culture,70,4
11792,culture,65,3
11793,culture,70,7
11794,culture,60,6
11795,culture,15,5
11796,culture,70,10
11797,culture,70,1
11798,culture,10,2
11799,culture,30,11
11800,culture,10,7
11801,culture,12,12
11802,culture,30,5
11803,technology,72,4
11804,technology,45,8
11805,technology,50,7
11806,technology,72,1
11807,technology,70,7
11808,technology,75,7
11809,technology,45,11
11810,technology,65,2
11811,technology,50,2
11812,technology,50,7
11813,technology,72,4
11814,technology,60,2
11815,technology,12,5
11816,technology,72,11
11817,technology,5,1
11818,technology,50,3
11819,technology,50,5
11820,technology,65,9
11821,tennis,75,5
11822,tennis,72,12
11823,tennis,70,9
11824,tennis,65,10
11825,tennis,30,8
11826,animals,72,3
11827,animals,70,2
11828,animals,35,9
11829,animals,70,2
11830,animals,45,1
11831,animals,70,12
11832,animals,72,2
11833,animals,65,1
11834,animals,60,12
11835,animals,60,7
11836,animals,20,3
11837,animals,12,6
11838,animals,0,5
11839,animals,70,5
11840,animals,15,2
11841,animals,20,6
11842,animals,20,10
11843,animals,70,8
11844,animals,0,7
11845,animals,70,5
11846,animals,20,1
11847,animals,70,8
11848,animals,65,11
11849,animals,5,5
11850,animals,70,6
11851,animals,10,6
11852,animals,75,6
11853,animals,70,3
11854,animals,5,9
11855,animals,75,4
11856,animals,12,5
11857,animals,45,3
11858,animals,35,11
11859,animals,70,4
11860,animals,30,6
11861,animals,60,6
11862,animals,35,10
11863,animals,70,6
11864,animals,50,4
11865,animals,50,4
11866,animals,70,10
11867,animals,5,12
11868,animals,72,1
11869,animals,10,10
11870,animals,45,5
11871,animals,65,8
11872,food,45,9
11873,food,70,9
11874,food,50,12
11875,food,70,11
11876,food,10,12
11877,food,0,11
11878,food,75,10
11879,food,5,12
11880,food,45,7
11881,food,45,10
11882,food,20,9
11883,food,75,2
11884,food,60,4
11885,food,72,11
11886,food,65,12
11887,food,30,9
11888,food,70,8
11889,food,0,9
11890,food,60,5
11891,food,50,11
11892,food,70,8
11893,food,65,8
11894,food,15,10
11895,food,60,4
11896,food,75,11
11897,food,20,1
11898,food,35,8
11899,food,5,1
11900,healthy eating,70,11
11901,healthy eating,5,5
11902,healthy eating,50,5
11903,healthy eating,35,10
11904,healthy eating,30,1
11905,healthy eating,45,4
11906,healthy eating,35,7
11907,healthy eating,35,3
11908,healthy eating,70,1
11909,healthy eating,30,12
11910,healthy eating,20,1
11911,healthy eating,30,8
11912,healthy eating,45,1
11913,healthy eating,70,4
11914,healthy eating,5,1
11915,healthy eating,15,1
11916,healthy eating,5,12
11917,healthy eating,45,1
11918,healthy eating,70,5
11919,healthy eating,72,9
11920,healthy eating,75,9
11921,healthy eating,70,6
11922,healthy eating,15,7
11923,healthy eating,12,7
11924,healthy eating,35,7
11925,healthy eating,30,11
11926,healthy eating,10,11
11927,healthy eating,30,5
11928,healthy eating,20,12
11929,healthy eating,20,8
11930,healthy eating,75,7
11931,healthy eating,65,12
11932,healthy eating,35,3
11933,healthy eating,10,7
11934,healthy eating,60,9
11935,healthy eating,15,3
11936,public speaking,75,2
11937,public speaking,5,10
11938,public speaking,65,6
11939,public speaking,70,6
11940,public speaking,5,7
11941,public speaking,70,7
11942,public speaking,20,8
11943,public speaking,12,2
11944,public speaking,30,3
11945,public speaking,30,6
11946,public speaking,70,12
11947,public speaking,30,3
11948,public speaking,45,10
11949,public speaking,50,8
11950,public speaking,15,11
11951,public speaking,0,9
11952,public speaking,65,5
11953,public speaking,70,10
11954,public speaking,70,11
11955,public speaking,75,1
11956,public speaking,75,5
11957,public speaking,5,1
11958,public speaking,70,11
11959,public speaking,12,10
11960,public speaking,65,1
11961,public speaking,35,10
11962,public speaking,0,4
11963,public speaking,30,2
11964,public speaking,65,1
11965,public speaking,35,4
11966,public speaking,0,8
11967,public speaking,20,5
11968,public speaking,20,7
11969,public speaking,15,12
11970,public speaking,30,1
11971,public speaking,20,11
11972,public speaking,70,9
11973,public speaking,50,7
11974,public speaking,10,9
11975,public speaking,35,2
11976,public speaking,70,5
11977,public speaking,15,2
11978,public speaking,12,3
11979,public speaking,72,11
11980,public speaking,75,5
11981,public speaking,15,4
11982,public speaking,70,7
11983,public speaking,10,2
11984,public speaking,5,8
11985,public speaking,60,8
11986,public speaking,72,5
11987,public speaking,45,11
11988,public speaking,70,10
11989,public speaking,12,7
11990,public speaking,75,7
11991,public speaking,12,3
11992,dogs,20,8
11993,dogs,60,7
11994,dogs,5,6
11995,dogs,72,6
11996,dogs,0,1
11997,dogs,12,12
11998,dogs,70,7
11999,dogs,45,2
12000,dogs,75,10
12001,dogs,45,2
12002,dogs,12,3
12003,healthy eating,65,1
12004,healthy eating,45,5
12005,healthy eating,72,11
12006,healthy eating,35,1
12007,healthy eating,65,10
12008,healthy eating,35,12
12009,healthy eating,5,2
12010,healthy eating,5,10
12011,healthy eating,35,7
12012,healthy eating,30,5
12013,healthy eating,45,10
12014,healthy eating,60,9
12015,healthy eating,45,2
12016,healthy eating,70,11
12017,healthy eating,10,1
12018,healthy eating,50,1
12019,healthy eating,70,2
12020,healthy eating,10,6
12021,healthy eating,15,6
12022,healthy eating,20,1
12023,healthy eating,0,4
12024,healthy eating,15,8
12025,healthy eating,75,2
12026,healthy eating,0,3
12027,healthy eating,70,9
12028,healthy eating,45,10
12029,healthy eating,72,7
12030,healthy eating,72,1
12031,healthy eating,30,8
12032,healthy eating,45,11
12033,healthy eating,12,10
12034,healthy eating,0,1
12035,healthy eating,0,12
12036,healthy eating,50,9
12037,healthy eating,45,5
12038,healthy eating,70,5
12039,healthy eating,60,8
12040,healthy eating,5,9
12041,travel,45,11
12042,travel,60,8
12043,travel,35,1
12044,travel,0,6
12045,travel,60,5
12046,travel,72,9
12047,travel,20,12
12048,travel,70,11
12049,travel,75,10
12050,travel,20,8
12051,travel,0,3
12052,travel,50,10
12053,travel,15,9
12054,travel,15,11
12055,travel,30,1
12056,travel,35,6
12057,travel,10,4
12058,travel,50,5
12059,travel,45,4
12060,travel,45,2
12061,travel,10,7
12062,travel,75,8
12063,travel,35,7
12064,travel,10,10
12065,travel,20,12
12066,travel,12,12
12067,travel,65,2
12068,travel,60,11
12069,travel,72,11
12070,travel,50,10
12071,travel,12,11
12072,travel,70,7
12073,travel,0,11
12074,travel,50,5
12075,travel,75,8
12076,travel,60,5
12077,travel,45,9
12078,travel,70,12
12079,travel,72,7
12080,travel,70,11
12081,travel,60,12
12082,travel,20,5
12083,fitness,50,2
12084,fitness,70,11
12085,fitness,0,1
12086,fitness,0,2
12087,fitness,12,10
12088,fitness,72,8
12089,fitness,30,4
12090,fitness,20,9
12091,fitness,0,4
12092,fitness,20,1
12093,fitness,70,6
12094,fitness,12,12
12095,technology,15,7
12096,technology,20,8
12097,technology,5,12
12098,technology,10,12
12099,technology,65,8
12100,technology,20,11
12101,technology,72,6
12102,technology,72,6
12103,technology,60,3
12104,technology,72,6
12105,technology,30,5
12106,technology,65,3
12107,technology,65,9
12108,technology,70,7
12109,technology,45,6
12110,technology,10,7
12111,technology,75,1
12112,technology,65,10
12113,technology,20,7
12114,technology,15,12
12115,technology,70,7
12116,technology,60,1
12117,technology,12,6
12118,technology,45,6
12119,technology,60,10
12120,technology,65,5
12121,technology,60,6
12122,technology,0,3
12123,technology,20,9
12124,technology,35,5
12125,technology,50,1
12126,technology,20,12
12127,technology,75,1
12128,technology,70,12
12129,technology,35,5
12130,technology,72,2
12131,technology,70,7
12132,technology,10,6
12133,technology,35,12
12134,technology,10,6
12135,technology,0,6
12136,technology,15,10
12137,technology,5,4
12138,technology,20,4
12139,technology,70,11
12140,technology,5,8
12141,technology,35,1
12142,technology,0,9
12143,technology,60,10
12144,technology,35,4
12145,technology,0,5
12146,technology,72,12
12147,technology,12,4
12148,technology,75,7
12149,technology,72,1
12150,technology,75,5
12151,technology,35,11
12152,animals,5,1
12153,animals,15,10
12154,animals,75,10
12155,animals,5,4
12156,animals,75,10
12157,animals,60,10
12158,animals,35,12
12159,animals,30,9
12160,animals,45,4
12161,animals,5,5
12162,animals,30,7
12163,animals,50,4
12164,animals,72,4
12165,animals,75,12
12166,animals,65,12
12167,animals,65,3
12168,animals,30,10
12169,animals,5,10
12170,animals,12,10
12171,animals,75,12
12172,animals,75,5
12173,animals,50,6
12174,animals,35,1
12175,animals,70,7
12176,animals,10,3
12177,animals,45,1
12178,animals,72,6
12179,animals,35,5
12180,animals,15,12
12181,animals,0,6
12182,dogs,50,12
12183,dogs,45,1
12184,dogs,15,8
12185,dogs,60,4
12186,dogs,5,11
12187,dogs,45,5
12188,dogs,15,7
12189,dogs,30,12
12190,dogs,5,2
12191,dogs,35,4
12192,dogs,75,3
12193,dogs,50,11
12194,dogs,60,5
12195,dogs,70,6
12196,dogs,15,2
12197,dogs,12,2
12198,dogs,60,10
12199,dogs,70,11
12200,dogs,35,11
12201,dogs,10,7
12202,veganism,70,5
12203,veganism,30,4
12204,veganism,65,7
12205,veganism,20,2
12206,veganism,20,1
12207,veganism,65,4
12208,veganism,30,2
12209,veganism,10,2
12210,veganism,70,4
12211,veganism,50,4
12212,veganism,5,10
12213,fitness,10,2
12214,fitness,20,3
12215,fitness,50,9
12216,fitness,45,12
12217,fitness,65,9
12218,fitness,60,4
12219,fitness,0,1
12220,fitness,60,1
12221,fitness,60,9
12222,fitness,12,9
12223,fitness,10,4
12224,fitness,30,1
12225,fitness,70,7
12226,fitness,75,2
12227,fitness,45,4
12228,fitness,50,8
12229,fitness,45,10
12230,fitness,65,5
12231,fitness,75,9
12232,cooking,10,2
12233,cooking,0,9
12234,cooking,12,8
12235,cooking,15,3
12236,cooking,5,10
12237,cooking,10,5
12238,cooking,5,10
